n_trades,win_rate,net_dollars,profit_factor,max_drawdown,worst_loss,pct_target,pct_stop,pct_time,avg_hold_min,label,stop,target
1394,0.772596843615495,19690.0,1.9902434117883725,-455.0,-64.0,76.61406025824964,22.094691535150645,1.291248206599713,6.880918220946915,30 / 20  (anchor),30.0,20.0
1394,0.5581061692969871,14442.166666666668,1.215319053771991,-1453.0,-124.0,47.41750358680057,35.93974175035868,16.642754662840748,39.19153515064563,60 / 60,60.0,60.0
1393,0.5369705671213209,13536.833333333336,1.1479780349516828,-3356.0,-204.0,30.007178750897342,25.12562814070352,44.867193108399135,70.19741564967696,100 / 100,100.0,100.0
1393,0.5283560660445082,12484.33333333334,1.1220034985650673,-4965.5,-304.0,15.075376884422111,12.203876525484565,72.72074659009333,90.60875807609476,150 / 150,150.0,150.0
1393,0.5606604450825556,13341.333333333336,1.1393974327941307,-3413.5,-404.0,30.940416367552046,4.666188083273511,64.39339554917444,82.79325197415649,200 / 100,200.0,100.0
