session_date,side,entry_ts,entry_price,exit_ts,exit_price,pnl_dollars,cum_pnl,peak,drawdown,year
2021-05-10,Long,2021-05-10 09:45:00-04:00,13553.25,2021-05-10 09:55:00-04:00,13513.25,-82.0,2239.0,2509.0,-270.0,2021
2021-05-11,Long,2021-05-11 09:45:00-04:00,13216.75,2021-05-11 09:58:00-04:00,13256.75,78.0,2317.0,2509.0,-192.0,2021
2021-05-12,Long,2021-05-12 09:45:00-04:00,13178.75,2021-05-12 09:46:00-04:00,13218.75,78.0,2395.0,2509.0,-114.0,2021
2021-05-13,Long,2021-05-13 09:45:00-04:00,13120.4,2021-05-13 09:55:00-04:00,13160.4,78.0,2473.0,2509.0,-36.0,2021
2021-05-14,Long,2021-05-14 09:45:00-04:00,13223.0,2021-05-14 09:58:00-04:00,13263.0,78.0,2551.0,2551.0,0.0,2021
2021-05-17,Long,2021-05-17 09:45:00-04:00,13309.25,2021-05-17 10:01:00-04:00,13269.25,-82.0,2469.0,2551.0,-82.0,2021
2021-05-18,Short,2021-05-18 09:45:00-04:00,13329.5,2021-05-18 10:27:00-04:00,13369.5,-82.0,2387.0,2551.0,-164.0,2021
2021-05-19,Long,2021-05-19 09:45:00-04:00,13059.25,2021-05-19 10:02:00-04:00,13019.25,-82.0,2305.0,2551.0,-246.0,2021
2021-05-20,Long,2021-05-20 09:45:00-04:00,13376.5,2021-05-20 10:17:00-04:00,13416.5,78.0,2383.0,2551.0,-168.0,2021
2021-05-21,Short,2021-05-21 09:45:00-04:00,13500.5,2021-05-21 09:58:00-04:00,13540.5,-82.0,2301.0,2551.0,-250.0,2021
2021-05-24,Long,2021-05-24 09:45:00-04:00,13573.0,2021-05-24 10:13:00-04:00,13613.0,78.0,2379.0,2551.0,-172.0,2021
2021-05-25,Short,2021-05-25 09:45:00-04:00,13688.0,2021-05-25 10:02:00-04:00,13648.0,78.0,2457.0,2551.0,-94.0,2021
2021-05-26,Short,2021-05-26 09:45:00-04:00,13680.5,2021-05-26 11:30:00-04:00,13697.0,-35.0,2422.0,2551.0,-129.0,2021
2021-05-27,Long,2021-05-27 09:45:00-04:00,13667.28125,2021-05-27 10:30:00-04:00,13707.28125,78.0,2500.0,2551.0,-51.0,2021
2021-05-28,Short,2021-05-28 09:45:00-04:00,13727.5,2021-05-28 11:30:00-04:00,13725.75,1.5,2501.5,2551.0,-49.5,2021
2021-06-01,Long,2021-06-01 09:45:00-04:00,13753.5,2021-06-01 09:54:00-04:00,13713.5,-82.0,2419.5,2551.0,-131.5,2021
2021-06-02,Long,2021-06-02 09:45:00-04:00,13682.75,2021-06-02 11:30:00-04:00,13697.0,26.5,2446.0,2551.0,-105.0,2021
2021-06-03,Long,2021-06-03 09:45:00-04:00,13497.0,2021-06-03 10:09:00-04:00,13537.0,78.0,2524.0,2551.0,-27.0,2021
2021-06-04,Long,2021-06-04 09:45:00-04:00,13676.5,2021-06-04 10:01:00-04:00,13716.5,78.0,2602.0,2602.0,0.0,2021
2021-06-07,Long,2021-06-07 09:45:00-04:00,13740.5,2021-06-07 11:30:00-04:00,13721.5,-40.0,2562.0,2602.0,-40.0,2021
2021-06-08,Long,2021-06-08 09:45:00-04:00,13910.25,2021-06-08 09:52:00-04:00,13870.25,-82.0,2480.0,2602.0,-122.0,2021
2021-06-09,Long,2021-06-09 09:45:00-04:00,13883.25,2021-06-09 09:53:00-04:00,13843.25,-82.0,2398.0,2602.0,-204.0,2021
2021-06-10,Long,2021-06-10 09:45:00-04:00,13917.25,2021-06-10 09:55:00-04:00,13957.25,78.0,2476.0,2602.0,-126.0,2021
2021-06-11,Short,2021-06-11 09:45:00-04:00,13949.75,2021-06-11 11:30:00-04:00,13961.75,-26.0,2450.0,2602.0,-152.0,2021
2021-06-14,Long,2021-06-14 09:45:00-04:00,14001.75,2021-06-14 11:30:00-04:00,14029.0,52.5,2502.5,2602.0,-99.5,2021
2021-06-16,Long,2021-06-16 09:45:00-04:00,14065.5,2021-06-16 11:30:00-04:00,14048.5,-36.0,2466.5,2602.0,-135.5,2021
2021-06-17,Long,2021-06-17 09:45:00-04:00,13989.75,2021-06-17 09:58:00-04:00,14029.75,78.0,2544.5,2602.0,-57.5,2021
2021-06-18,Long,2021-06-18 09:45:00-04:00,14114.25,2021-06-18 09:51:00-04:00,14074.25,-82.0,2462.5,2602.0,-139.5,2021
2021-06-21,Short,2021-06-21 09:45:00-04:00,14011.0,2021-06-21 09:47:00-04:00,13971.0,78.0,2540.5,2602.0,-61.5,2021
2021-07-01,Long,2021-07-01 09:45:00-04:00,14551.5,2021-07-01 10:20:00-04:00,14511.5,-82.0,2458.5,2602.0,-143.5,2021
2021-07-15,Long,2021-07-15 09:45:00-04:00,14821.5,2021-07-15 09:49:00-04:00,14861.5,78.0,2536.5,2602.0,-65.5,2021
2021-07-19,Short,2021-07-19 09:45:00-04:00,14566.083333333334,2021-07-19 09:50:00-04:00,14526.083333333334,78.0,2614.5,2614.5,0.0,2021
2021-07-20,Long,2021-07-20 09:45:00-04:00,14535.25,2021-07-20 09:48:00-04:00,14575.25,78.0,2692.5,2692.5,0.0,2021
2021-07-22,Short,2021-07-22 09:45:00-04:00,14883.583333333334,2021-07-22 11:30:00-04:00,14891.5,-17.83333333333212,2674.666666666668,2692.5,-17.83333333333212,2021
2021-07-28,Short,2021-07-28 09:45:00-04:00,14908.5,2021-07-28 09:52:00-04:00,14948.5,-82.0,2592.666666666668,2692.5,-99.83333333333212,2021
2021-07-29,Long,2021-07-29 09:45:00-04:00,15056.75,2021-07-29 11:30:00-04:00,15070.0,24.5,2617.166666666668,2692.5,-75.33333333333212,2021
2021-07-30,Long,2021-07-30 09:45:00-04:00,14913.75,2021-07-30 10:00:00-04:00,14953.75,78.0,2695.166666666668,2695.166666666668,0.0,2021
2021-08-02,Short,2021-08-02 09:45:00-04:00,14955.25,2021-08-02 10:12:00-04:00,14995.25,-82.0,2613.166666666668,2695.166666666668,-82.0,2021
2021-08-03,Long,2021-08-03 09:45:00-04:00,14993.75,2021-08-03 09:52:00-04:00,14953.75,-82.0,2531.166666666668,2695.166666666668,-164.0,2021
2021-08-04,Long,2021-08-04 09:45:00-04:00,15054.25,2021-08-04 10:20:00-04:00,15014.25,-82.0,2449.166666666668,2695.166666666668,-246.0,2021
2021-08-09,Long,2021-08-09 09:45:00-04:00,15093.5,2021-08-09 10:30:00-04:00,15133.5,78.0,2527.166666666668,2695.166666666668,-168.0,2021
2021-08-11,Short,2021-08-11 09:45:00-04:00,15071.0,2021-08-11 10:32:00-04:00,15031.0,78.0,2605.166666666668,2695.166666666668,-90.0,2021
2021-08-12,Short,2021-08-12 09:45:00-04:00,14958.5,2021-08-12 10:19:00-04:00,14998.5,-82.0,2523.166666666668,2695.166666666668,-172.0,2021
2021-08-16,Long,2021-08-16 09:45:00-04:00,15093.875,2021-08-16 09:50:00-04:00,15053.875,-82.0,2441.166666666668,2695.166666666668,-254.0,2021
2021-08-17,Long,2021-08-17 09:45:00-04:00,15030.25,2021-08-17 09:52:00-04:00,14990.25,-82.0,2359.166666666668,2695.166666666668,-336.0,2021
2021-08-18,Long,2021-08-18 09:45:00-04:00,14998.3125,2021-08-18 11:30:00-04:00,14981.75,-35.125,2324.041666666668,2695.166666666668,-371.125,2021
2021-08-19,Short,2021-08-19 09:45:00-04:00,14800.75,2021-08-19 10:01:00-04:00,14840.75,-82.0,2242.041666666668,2695.166666666668,-453.125,2021
2021-08-23,Long,2021-08-23 09:45:00-04:00,15184.75,2021-08-23 10:02:00-04:00,15224.75,78.0,2320.041666666668,2695.166666666668,-375.125,2021
2021-09-08,Long,2021-09-08 09:45:00-04:00,15624.875,2021-09-08 10:35:00-04:00,15584.875,-82.0,2238.041666666668,2695.166666666668,-457.125,2021
2021-09-09,Short,2021-09-09 09:45:00-04:00,15668.583333333334,2021-09-09 11:24:00-04:00,15628.583333333334,78.0,2316.041666666668,2695.166666666668,-379.125,2021
2021-09-15,Long,2021-09-15 09:45:00-04:00,15342.5,2021-09-15 11:30:00-04:00,15337.25,-12.5,2303.541666666668,2695.166666666668,-391.625,2021
2021-09-16,Short,2021-09-16 09:45:00-04:00,15428.5,2021-09-16 09:54:00-04:00,15388.5,78.0,2381.541666666668,2695.166666666668,-313.625,2021
2021-09-17,Short,2021-09-17 09:45:00-04:00,15423.0,2021-09-17 10:05:00-04:00,15383.0,78.0,2459.541666666668,2695.166666666668,-235.625,2021
2021-09-20,Long,2021-09-20 09:45:00-04:00,15139.75,2021-09-20 09:50:00-04:00,15099.75,-82.0,2377.541666666668,2695.166666666668,-317.625,2021
2021-09-21,Long,2021-09-21 09:45:00-04:00,15081.5,2021-09-21 09:47:00-04:00,15121.5,78.0,2455.541666666668,2695.166666666668,-239.625,2021
2021-09-22,Short,2021-09-22 09:45:00-04:00,15021.5,2021-09-22 09:56:00-04:00,15061.5,-82.0,2373.541666666668,2695.166666666668,-321.625,2021
2021-09-27,Long,2021-09-27 09:45:00-04:00,15109.275,2021-09-27 10:07:00-04:00,15149.275,78.0,2451.541666666668,2695.166666666668,-243.625,2021
2021-09-28,Short,2021-09-28 09:45:00-04:00,14928.5,2021-09-28 10:06:00-04:00,14888.5,78.0,2529.541666666668,2695.166666666668,-165.625,2021
2021-09-29,Short,2021-09-29 09:45:00-04:00,14795.25,2021-09-29 09:48:00-04:00,14835.25,-82.0,2447.541666666668,2695.166666666668,-247.625,2021
2021-09-30,Short,2021-09-30 09:45:00-04:00,14838.25,2021-09-30 09:50:00-04:00,14878.25,-82.0,2365.541666666668,2695.166666666668,-329.625,2021
2021-10-01,Short,2021-10-01 09:45:00-04:00,14631.75,2021-10-01 10:15:00-04:00,14591.75,78.0,2443.541666666668,2695.166666666668,-251.625,2021
2021-10-04,Short,2021-10-04 09:45:00-04:00,14596.25,2021-10-04 10:02:00-04:00,14556.25,78.0,2521.541666666668,2695.166666666668,-173.625,2021
2021-10-05,Long,2021-10-05 09:45:00-04:00,14538.75,2021-10-05 09:50:00-04:00,14578.75,78.0,2599.541666666668,2695.166666666668,-95.625,2021
2021-10-06,Long,2021-10-06 09:45:00-04:00,14630.25,2021-10-06 09:49:00-04:00,14590.25,-82.0,2517.541666666668,2695.166666666668,-177.625,2021
2021-10-07,Short,2021-10-07 09:45:00-04:00,14928.5,2021-10-07 10:01:00-04:00,14968.5,-82.0,2435.541666666668,2695.166666666668,-259.625,2021
2021-10-08,Short,2021-10-08 09:45:00-04:00,14889.25,2021-10-08 09:46:00-04:00,14849.25,78.0,2513.541666666668,2695.166666666668,-181.625,2021
2021-10-11,Long,2021-10-11 09:45:00-04:00,14824.5,2021-10-11 10:00:00-04:00,14864.5,78.0,2591.541666666668,2695.166666666668,-103.625,2021
2021-10-12,Short,2021-10-12 09:45:00-04:00,14691.5,2021-10-12 10:17:00-04:00,14651.5,78.0,2669.541666666668,2695.166666666668,-25.625,2021
2021-10-13,Short,2021-10-13 09:45:00-04:00,14757.0,2021-10-13 09:50:00-04:00,14717.0,78.0,2747.541666666668,2747.541666666668,0.0,2021
2021-10-14,Long,2021-10-14 09:45:00-04:00,14925.75,2021-10-14 10:01:00-04:00,14965.75,78.0,2825.541666666668,2825.541666666668,0.0,2021
2021-10-15,Short,2021-10-15 09:45:00-04:00,15060.5,2021-10-15 10:57:00-04:00,15100.5,-82.0,2743.541666666668,2825.541666666668,-82.0,2021
2021-10-18,Long,2021-10-18 09:45:00-04:00,15111.0,2021-10-18 10:06:00-04:00,15151.0,78.0,2821.541666666668,2825.541666666668,-4.0,2021
2021-10-19,Long,2021-10-19 09:45:00-04:00,15333.833333333334,2021-10-19 10:58:00-04:00,15373.833333333334,78.0,2899.541666666668,2899.541666666668,0.0,2021
2021-10-20,Long,2021-10-20 09:45:00-04:00,15419.0,2021-10-20 11:30:00-04:00,15402.0,-36.0,2863.541666666668,2899.541666666668,-36.0,2021
2021-10-21,Long,2021-10-21 09:45:00-04:00,15374.25,2021-10-21 10:26:00-04:00,15414.25,78.0,2941.541666666668,2941.541666666668,0.0,2021
2021-10-22,Short,2021-10-22 09:45:00-04:00,15448.0,2021-10-22 09:48:00-04:00,15408.0,78.0,3019.541666666668,3019.541666666668,0.0,2021
2021-10-25,Long,2021-10-25 09:45:00-04:00,15355.75,2021-10-25 10:00:00-04:00,15395.75,78.0,3097.541666666668,3097.541666666668,0.0,2021
2021-10-26,Long,2021-10-26 09:45:00-04:00,15646.25,2021-10-26 10:17:00-04:00,15686.25,78.0,3175.541666666668,3175.541666666668,0.0,2021
2021-10-27,Long,2021-10-27 09:45:00-04:00,15625.0,2021-10-27 10:04:00-04:00,15585.0,-82.0,3093.541666666668,3175.541666666668,-82.0,2021
2021-10-28,Long,2021-10-28 09:45:00-04:00,15666.25,2021-10-28 10:26:00-04:00,15706.25,78.0,3171.541666666668,3175.541666666668,-4.0,2021
2021-10-29,Short,2021-10-29 09:45:00-04:00,15668.8125,2021-10-29 11:08:00-04:00,15708.8125,-82.0,3089.541666666668,3175.541666666668,-86.0,2021
2021-11-16,Long,2021-11-16 09:45:00-05:00,16240.75,2021-11-16 10:29:00-05:00,16200.75,-82.0,3007.541666666668,3175.541666666668,-168.0,2021
2021-11-18,Short,2021-11-18 09:45:00-05:00,16382.0,2021-11-18 10:12:00-05:00,16342.0,78.0,3085.541666666668,3175.541666666668,-90.0,2021
2021-11-23,Long,2021-11-23 09:45:00-05:00,16354.75,2021-11-23 09:47:00-05:00,16394.75,78.0,3163.541666666668,3175.541666666668,-12.0,2021
2021-11-25,Long,2021-11-25 09:45:00-05:00,16397.75,2021-11-25 11:30:00-05:00,16395.5,-6.5,3157.041666666668,3175.541666666668,-18.5,2021
2021-11-26,Short,2021-11-26 09:45:00-05:00,16205.25,2021-11-26 09:57:00-05:00,16245.25,-82.0,3075.041666666668,3175.541666666668,-100.5,2021
2021-11-29,Short,2021-11-29 09:45:00-05:00,16251.875,2021-11-29 09:46:00-05:00,16211.875,78.0,3153.041666666668,3175.541666666668,-22.5,2021
2021-11-30,Long,2021-11-30 09:45:00-05:00,16355.75,2021-11-30 09:55:00-05:00,16395.75,78.0,3231.041666666668,3231.041666666668,0.0,2021
2021-12-01,Long,2021-12-01 09:45:00-05:00,16302.0,2021-12-01 10:00:00-05:00,16342.0,78.0,3309.041666666668,3309.041666666668,0.0,2021
2021-12-02,Short,2021-12-02 09:45:00-05:00,15941.75,2021-12-02 09:48:00-05:00,15981.75,-82.0,3227.041666666668,3309.041666666668,-82.0,2021
2021-12-03,Long,2021-12-03 09:45:00-05:00,15950.0,2021-12-03 09:50:00-05:00,15910.0,-82.0,3145.041666666668,3309.041666666668,-164.0,2021
2021-12-06,Short,2021-12-06 09:45:00-05:00,15669.0,2021-12-06 09:55:00-05:00,15629.0,78.0,3223.041666666668,3309.041666666668,-86.0,2021
2021-12-08,Long,2021-12-08 09:45:00-05:00,16318.25,2021-12-08 09:55:00-05:00,16278.25,-82.0,3141.041666666668,3309.041666666668,-168.0,2021
2021-12-09,Long,2021-12-09 09:45:00-05:00,16398.0,2021-12-09 09:52:00-05:00,16358.0,-82.0,3059.041666666668,3309.041666666668,-250.0,2021
2021-12-10,Short,2021-12-10 09:45:00-05:00,16246.0,2021-12-10 09:47:00-05:00,16206.0,78.0,3137.041666666668,3309.041666666668,-172.0,2021
2021-12-13,Long,2021-12-13 09:45:00-05:00,16310.25,2021-12-13 09:53:00-05:00,16270.25,-82.0,3055.041666666668,3309.041666666668,-254.0,2021
2021-12-14,Long,2021-12-14 09:45:00-05:00,15991.25,2021-12-14 09:47:00-05:00,15951.25,-82.0,2973.041666666668,3309.041666666668,-336.0,2021
2021-12-15,Long,2021-12-15 09:45:00-05:00,15878.25,2021-12-15 09:49:00-05:00,15838.25,-82.0,2891.041666666668,3309.041666666668,-418.0,2021
2021-12-16,Long,2021-12-16 09:45:00-05:00,16253.416666666666,2021-12-16 09:52:00-05:00,16213.416666666666,-82.0,2809.041666666668,3309.041666666668,-500.0,2021
2021-12-17,Long,2021-12-17 09:45:00-05:00,15676.5,2021-12-17 09:46:00-05:00,15716.5,78.0,2887.041666666668,3309.041666666668,-422.0,2021
2021-12-20,Short,2021-12-20 09:45:00-05:00,15619.975,2021-12-20 09:47:00-05:00,15579.975,78.0,2965.041666666668,3309.041666666668,-344.0,2021
2021-12-21,Short,2021-12-21 09:45:00-05:00,15723.5,2021-12-21 09:46:00-05:00,15683.5,78.0,3043.041666666668,3309.041666666668,-266.0,2021
2021-12-22,Long,2021-12-22 09:45:00-05:00,16009.75,2021-12-22 10:04:00-05:00,15969.75,-82.0,2961.041666666668,3309.041666666668,-348.0,2021
2021-12-23,Short,2021-12-23 09:45:00-05:00,16207.25,2021-12-23 10:00:00-05:00,16247.25,-82.0,2879.041666666668,3309.041666666668,-430.0,2021
2021-12-27,Long,2021-12-27 09:45:00-05:00,16435.0,2021-12-27 10:08:00-05:00,16475.0,78.0,2957.041666666668,3309.041666666668,-352.0,2021
2021-12-29,Short,2021-12-29 09:45:00-05:00,16504.25,2021-12-29 10:11:00-05:00,16464.25,78.0,3035.041666666668,3309.041666666668,-274.0,2021
2021-12-31,Short,2021-12-31 09:45:00-05:00,16424.0,2021-12-31 09:49:00-05:00,16384.0,78.0,3113.041666666668,3309.041666666668,-196.0,2021
2022-01-03,Short,2022-01-03 09:45:00-05:00,16444.5,2022-01-03 09:47:00-05:00,16404.5,78.0,3191.041666666668,3309.041666666668,-118.0,2022
2022-01-05,Short,2022-01-05 09:45:00-05:00,16178.75,2022-01-05 09:52:00-05:00,16218.75,-82.0,3109.041666666668,3309.041666666668,-200.0,2022
2022-01-06,Long,2022-01-06 09:45:00-05:00,15837.25,2022-01-06 09:48:00-05:00,15797.25,-82.0,3027.041666666668,3309.041666666668,-282.0,2022
2022-01-07,Long,2022-01-07 09:45:00-05:00,15800.75,2022-01-07 10:04:00-05:00,15760.75,-82.0,2945.041666666668,3309.041666666668,-364.0,2022
2022-01-10,Short,2022-01-10 09:45:00-05:00,15318.75,2022-01-10 09:55:00-05:00,15278.75,78.0,3023.041666666668,3309.041666666668,-286.0,2022
2022-01-11,Short,2022-01-11 09:45:00-05:00,15498.0,2022-01-11 09:47:00-05:00,15538.0,-82.0,2941.041666666668,3309.041666666668,-368.0,2022
2022-01-12,Short,2022-01-12 09:45:00-05:00,15912.5,2022-01-12 09:53:00-05:00,15952.5,-82.0,2859.041666666668,3309.041666666668,-450.0,2022
2022-01-13,Short,2022-01-13 09:45:00-05:00,15945.625,2022-01-13 10:04:00-05:00,15905.625,78.0,2937.041666666668,3309.041666666668,-372.0,2022
2022-01-14,Long,2022-01-14 09:45:00-05:00,15523.75,2022-01-14 09:55:00-05:00,15563.75,78.0,3015.041666666668,3309.041666666668,-294.0,2022
2022-01-18,Short,2022-01-18 09:45:00-05:00,15353.75,2022-01-18 09:47:00-05:00,15313.75,78.0,3093.041666666668,3309.041666666668,-216.0,2022
2022-01-19,Long,2022-01-19 09:45:00-05:00,15300.5,2022-01-19 09:46:00-05:00,15340.5,78.0,3171.041666666668,3309.041666666668,-138.0,2022
2022-01-20,Long,2022-01-20 09:45:00-05:00,15258.0,2022-01-20 10:19:00-05:00,15218.0,-82.0,3089.041666666668,3309.041666666668,-220.0,2022
2022-01-21,Long,2022-01-21 09:45:00-05:00,14693.333333333334,2022-01-21 09:46:00-05:00,14733.333333333334,78.0,3167.041666666668,3309.041666666668,-142.0,2022
2022-01-26,Long,2022-01-26 09:45:00-05:00,14390.333333333334,2022-01-26 09:51:00-05:00,14430.333333333334,78.0,3245.041666666668,3309.041666666668,-64.0,2022
2022-01-27,Short,2022-01-27 09:45:00-05:00,14344.75,2022-01-27 09:48:00-05:00,14384.75,-82.0,3163.041666666668,3309.041666666668,-146.0,2022
2022-01-28,Short,2022-01-28 09:45:00-05:00,13897.5,2022-01-28 09:51:00-05:00,13937.5,-82.0,3081.041666666668,3309.041666666668,-228.0,2022
2022-01-31,Long,2022-01-31 09:45:00-05:00,14561.0,2022-01-31 09:50:00-05:00,14521.0,-82.0,2999.041666666668,3309.041666666668,-310.0,2022
2022-02-01,Short,2022-02-01 09:45:00-05:00,14804.25,2022-02-01 09:49:00-05:00,14844.25,-82.0,2917.041666666668,3309.041666666668,-392.0,2022
2022-02-02,Long,2022-02-02 09:45:00-05:00,15085.25,2022-02-02 09:49:00-05:00,15045.25,-82.0,2835.041666666668,3309.041666666668,-474.0,2022
2022-02-03,Short,2022-02-03 09:45:00-05:00,14753.5,2022-02-03 09:47:00-05:00,14713.5,78.0,2913.041666666668,3309.041666666668,-396.0,2022
2022-02-04,Long,2022-02-04 09:45:00-05:00,14559.0,2022-02-04 09:46:00-05:00,14599.0,78.0,2991.041666666668,3309.041666666668,-318.0,2022
2022-02-07,Long,2022-02-07 09:45:00-05:00,14763.5,2022-02-07 09:49:00-05:00,14723.5,-82.0,2909.041666666668,3309.041666666668,-400.0,2022
2022-02-08,Short,2022-02-08 09:45:00-05:00,14548.0,2022-02-08 10:00:00-05:00,14508.0,78.0,2987.041666666668,3309.041666666668,-322.0,2022
2022-02-09,Short,2022-02-09 09:45:00-05:00,14917.0,2022-02-09 09:51:00-05:00,14877.0,78.0,3065.041666666668,3309.041666666668,-244.0,2022
2022-02-10,Long,2022-02-10 09:45:00-05:00,14829.5,2022-02-10 09:50:00-05:00,14869.5,78.0,3143.041666666668,3309.041666666668,-166.0,2022
2022-02-11,Long,2022-02-11 09:45:00-05:00,14669.8,2022-02-11 09:46:00-05:00,14709.8,78.0,3221.041666666668,3309.041666666668,-88.0,2022
2022-02-15,Long,2022-02-15 09:45:00-05:00,14497.6875,2022-02-15 09:50:00-05:00,14457.6875,-82.0,3139.041666666668,3309.041666666668,-170.0,2022
2022-02-16,Short,2022-02-16 09:45:00-05:00,14432.0,2022-02-16 09:52:00-05:00,14392.0,78.0,3217.041666666668,3309.041666666668,-92.0,2022
2022-02-18,Long,2022-02-18 09:45:00-05:00,14110.9375,2022-02-18 09:50:00-05:00,14150.9375,78.0,3295.041666666668,3309.041666666668,-14.0,2022
2022-02-21,Short,2022-02-21 09:45:00-05:00,13820.75,2022-02-21 10:11:00-05:00,13860.75,-82.0,3213.041666666668,3309.041666666668,-96.0,2022
2022-02-22,Long,2022-02-22 09:45:00-05:00,13979.0,2022-02-22 09:48:00-05:00,14019.0,78.0,3291.041666666668,3309.041666666668,-18.0,2022
2022-02-23,Long,2022-02-23 09:45:00-05:00,13961.416666666666,2022-02-23 09:50:00-05:00,13921.416666666666,-82.0,3209.041666666668,3309.041666666668,-100.0,2022
2022-02-25,Long,2022-02-25 09:45:00-05:00,13890.333333333334,2022-02-25 09:46:00-05:00,13930.333333333334,78.0,3287.041666666668,3309.041666666668,-22.0,2022
2022-02-28,Long,2022-02-28 09:45:00-05:00,14047.75,2022-02-28 09:46:00-05:00,14087.75,78.0,3365.041666666668,3365.041666666668,0.0,2022
2022-03-01,Short,2022-03-01 09:45:00-05:00,14180.0,2022-03-01 09:47:00-05:00,14220.0,-82.0,3283.041666666668,3365.041666666668,-82.0,2022
2022-03-02,Short,2022-03-02 09:45:00-05:00,14097.0,2022-03-02 10:06:00-05:00,14057.0,78.0,3361.041666666668,3365.041666666668,-4.0,2022
2022-03-03,Long,2022-03-03 09:45:00-05:00,14303.25,2022-03-03 09:48:00-05:00,14263.25,-82.0,3279.041666666668,3365.041666666668,-86.0,2022
2022-03-04,Short,2022-03-04 09:45:00-05:00,13902.75,2022-03-04 09:46:00-05:00,13862.75,78.0,3357.041666666668,3365.041666666668,-8.0,2022
2022-03-07,Short,2022-03-07 09:45:00-05:00,13757.75,2022-03-07 09:53:00-05:00,13717.75,78.0,3435.041666666668,3435.041666666668,0.0,2022
2022-03-17,Long,2022-03-17 09:45:00-04:00,13889.25,2022-03-17 09:46:00-04:00,13929.25,78.0,3513.041666666668,3513.041666666668,0.0,2022
2022-03-18,Long,2022-03-18 09:45:00-04:00,14067.75,2022-03-18 09:49:00-04:00,14107.75,78.0,3591.041666666668,3591.041666666668,0.0,2022
2022-03-21,Short,2022-03-21 09:45:00-04:00,14441.0,2022-03-21 09:47:00-04:00,14401.0,78.0,3669.041666666668,3669.041666666668,0.0,2022
2022-03-22,Short,2022-03-22 09:45:00-04:00,14467.375,2022-03-22 09:46:00-04:00,14427.375,78.0,3747.041666666668,3747.041666666668,0.0,2022
2022-03-23,Short,2022-03-23 09:45:00-04:00,14510.25,2022-03-23 09:46:00-04:00,14470.25,78.0,3825.041666666668,3825.041666666668,0.0,2022
2022-03-24,Short,2022-03-24 09:45:00-04:00,14517.82142857143,2022-03-24 09:50:00-04:00,14477.82142857143,78.0,3903.041666666668,3903.041666666668,0.0,2022
2022-03-25,Short,2022-03-25 09:45:00-04:00,14742.5,2022-03-25 10:02:00-04:00,14702.5,78.0,3981.041666666668,3981.041666666668,0.0,2022
2022-03-28,Short,2022-03-28 09:45:00-04:00,14853.0,2022-03-28 09:55:00-04:00,14893.0,-82.0,3899.041666666668,3981.041666666668,-82.0,2022
2022-03-29,Long,2022-03-29 09:45:00-04:00,15158.25,2022-03-29 09:50:00-04:00,15118.25,-82.0,3817.041666666668,3981.041666666668,-164.0,2022
2022-03-30,Short,2022-03-30 09:45:00-04:00,15181.5,2022-03-30 10:15:00-04:00,15221.5,-82.0,3735.041666666668,3981.041666666668,-246.0,2022
2022-03-31,Short,2022-03-31 09:45:00-04:00,15007.5,2022-03-31 10:03:00-04:00,14967.5,78.0,3813.041666666668,3981.041666666668,-168.0,2022
2022-04-01,Short,2022-04-01 09:45:00-04:00,14876.25,2022-04-01 09:51:00-04:00,14836.25,78.0,3891.041666666668,3981.041666666668,-90.0,2022
2022-04-04,Long,2022-04-04 09:45:00-04:00,14990.75,2022-04-04 09:55:00-04:00,15030.75,78.0,3969.041666666668,3981.041666666668,-12.0,2022
2022-04-05,Long,2022-04-05 09:45:00-04:00,15106.32142857143,2022-04-05 09:52:00-04:00,15066.32142857143,-82.0,3887.041666666668,3981.041666666668,-94.0,2022
2022-04-06,Short,2022-04-06 09:45:00-04:00,14534.25,2022-04-06 10:00:00-04:00,14494.25,78.0,3965.041666666668,3981.041666666668,-16.0,2022
2022-04-07,Short,2022-04-07 09:45:00-04:00,14505.75,2022-04-07 09:49:00-04:00,14465.75,78.0,4043.041666666668,4043.041666666668,0.0,2022
2022-04-08,Short,2022-04-08 09:45:00-04:00,14371.25,2022-04-08 09:52:00-04:00,14331.25,78.0,4121.041666666668,4121.041666666668,0.0,2022
2022-04-11,Long,2022-04-11 09:45:00-04:00,14161.25,2022-04-11 10:05:00-04:00,14121.25,-82.0,4039.041666666668,4121.041666666668,-82.0,2022
2022-04-12,Short,2022-04-12 09:45:00-04:00,14175.75,2022-04-12 09:47:00-04:00,14215.75,-82.0,3957.041666666668,4121.041666666668,-164.0,2022
2022-04-13,Long,2022-04-13 09:45:00-04:00,14019.75,2022-04-13 09:47:00-04:00,14059.75,78.0,4035.041666666668,4121.041666666668,-86.0,2022
2022-04-14,Short,2022-04-14 09:45:00-04:00,14136.5,2022-04-14 10:05:00-04:00,14096.5,78.0,4113.041666666668,4121.041666666668,-8.0,2022
2022-04-18,Short,2022-04-18 09:45:00-04:00,13885.5625,2022-04-18 09:53:00-04:00,13845.5625,78.0,4191.041666666668,4191.041666666668,0.0,2022
2022-04-19,Long,2022-04-19 09:45:00-04:00,13909.25,2022-04-19 09:52:00-04:00,13949.25,78.0,4269.041666666668,4269.041666666668,0.0,2022
2022-04-20,Short,2022-04-20 09:45:00-04:00,14127.0,2022-04-20 09:56:00-04:00,14087.0,78.0,4347.041666666668,4347.041666666668,0.0,2022
